Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m),ActivityType,ActivityConfidence,Pressure(kilopascals),RelativeAltitude(meters),magX(µT),magY(µT),magZ(µT),calMagX,calMagY,calMagZ
24-May-2019 18:08:43.020,-0.0079, 0.0120,-1.0138, 0.0112, 0.0019,-0.0175,-0.0160, 0.0339,-0.0118, 0.0023,-0.0143,-2.2322,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6450,-10.9048, 16.6897, 20.2407,-280.4796, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.063,-0.0073, 0.0121,-1.0130,-0.0023, 0.0007,-0.0147,-0.0160, 0.0329,-0.0107, 0.0022,-0.0144,-2.2322,41.662512,-91.538007, 0.0000, 89.9506, 201.381454, 5.0, 4.0,Automotive,Low, 98.6450,-10.9048, 17.5774, 19.7080,-278.9608, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.108,-0.0072, 0.0154,-1.0125,-0.0003,-0.0012,-0.0128,-0.0171, 0.0318,-0.0118, 0.0022,-0.0143,-2.2322,41.662512,-91.538007, 0.0000, 88.9334, 201.381454, 5.0, 4.0,Automotive,Low, 98.6450,-10.9048, 15.2693, 19.5305,-279.1295, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.137,-0.0073, 0.0139,-1.0137, 0.0036,-0.0003,-0.0143,-0.0171, 0.0329,-0.0118, 0.0024,-0.0143,-2.2322,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 16.6897, 20.5958,-278.4545, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.176,-0.0088, 0.0140,-1.0148, 0.0044, 0.0018,-0.0140,-0.0150, 0.0329,-0.0107, 0.0023,-0.0143,-2.2323,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 15.8019, 18.9978,-278.6232, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.214,-0.0061, 0.0126,-1.0148, 0.0096, 0.0007,-0.0172,-0.0182, 0.0318,-0.0086, 0.0025,-0.0143,-2.2323,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 15.2693, 19.8856,-279.1295, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.253,-0.0037, 0.0134,-1.0115, 0.0055, 0.0013,-0.0166,-0.0150, 0.0318,-0.0096, 0.0023,-0.0143,-2.2323,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 17.3999, 19.1754,-280.4796, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.293,-0.0027, 0.0155,-1.0119, 0.0102, 0.0004,-0.0175,-0.0171, 0.0339,-0.0107, 0.0024,-0.0143,-2.2323,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 17.0448, 19.8856,-279.4670, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.331, 0.0008, 0.0168,-1.0131, 0.0099, 0.0003,-0.0184,-0.0150, 0.0318,-0.0096, 0.0022,-0.0144,-2.2323,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 16.5121, 20.4182,-278.2857, 0.0000, 0.0000, 0.0000
24-May-2019 18:08:43.379, 0.0006, 0.0152,-1.0151, 0.0127, 0.0012,-0.0169,-0.0160, 0.0318,-0.0096, 0.0024,-0.0144,-2.2323,41.662512,-91.538007, 0.0000, 88.9334, 201.307465, 5.0, 3.0,Automotive,Low, 98.6450,-10.9048, 17.0448, 20.2407,-278.7920, 0.0000, 0.0000, 0.0000
